Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
1,"T Puschmann, M Huang-Sui","A Taxonomy for Decentralized Finance",2023,"Available at SSRN 4360067","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4360067","https://scholar.google.com/scholar?cites=17840863618066597759&as_sdt=2005&sciodt=0,5&hl=en",199,"2024-07-30 23:13:48","","","","",,,,,1,1.00,1,2,1,"… Abstract: Decentralized Finance (‘DeFi’) has gained … of the taxonomy to 278 DeFi start-ups reveals that most of the DeFi start-ups … decentralized governance approaches (3.3%), provide …","https://www.zora.uzh.ch/id/eprint/236068/1/DeFi.pdf","https://scholar.google.com/scholar?q=related:f8cMie96l_cJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
40,"HJ Allen","DeFi: Shadow Banking 2.0?",2022,"Wm. &Mary L. Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/wmlr64&section=27","https://scholar.google.com/scholar?cites=7254430304069341704&as_sdt=2005&sciodt=0,5&hl=en",200,"2024-07-30 23:13:48","","","","",,,,,40,20.00,40,1,2,"… decentralized finance, or ""DeFi.""DeFi's proponents speak of a future where sending money is as easy as sending a photograph-but money is not the same as a photograph. The stakes …","https://digitalcommons.wcl.american.edu/cgi/viewcontent.cgi?article=3195&context=facsch_lawrev","https://scholar.google.com/scholar?q=related:CNLhCe3prGQJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"MV Karaseva","Decentralized finance: issues of financial and legal theory",2023,"Russian Journal of Legal Studies (Moscow)","journals.eco-vector.com","https://journals.eco-vector.com/2410-7522/article/view/623405","https://scholar.google.com/scholar?cites=16374893343318513314&as_sdt=2005&sciodt=0,5&hl=en",201,"2024-07-30 23:13:48","","","","",,,,,1,1.00,1,1,1,"… Regulating decentralized finance. Meanwhile, the financial and legal institutes of the state and … However, at present, new financial and legal institutions regulate centralized finance. …","https://journals.eco-vector.com/2410-7522/article/download/623405/141476","https://scholar.google.com/scholar?q=related:opZo47xOP-MJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"C Humbel","Decentralized Finance: A new frontier of global financial markets regulation",2022,"GesKR: Schweizerische Zeitschrift für Gesellschafts …","zora.uzh.ch","https://www.zora.uzh.ch/id/eprint/218603/1/Humbel_GesKR_1_2022.pdf","https://scholar.google.com/scholar?cites=213237136643011&as_sdt=2005&sciodt=0,5&hl=en",202,"2024-07-30 23:13:48","PDF","","","",,,,,1,0.50,1,1,2,"… Decentralized Finance (DeFi) is a burgeoning and rapidly evolving area at the … of DeFi, its ecosystem – including its governance mechanisms –, and its potential applications in finance. …","https://www.zora.uzh.ch/id/eprint/218603/1/Humbel_GesKR_1_2022.pdf","https://scholar.google.com/scholar?q=related:w1PII_DBAAAJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"L Wei","Development of decentralized finance on ethereum",2021,"","elib.bsu.by","https://elib.bsu.by/bitstream/123456789/268459/1/liuwei.pdf","",203,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,3,"… is the earliest DEFI (Decentrailized Finance).However, in 2017, the concept of DEFI was not … were produced on ETH that the concept of DEFI was proposed. Some of these DEFIs are …","","https://scholar.google.com/scholar?q=related:nNHrCdWNQi4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"L Ante","Liquidity shocks, token returns and market capitalization in decentralized finance (DeFi) markets",2022,"… Market Capitalization in Decentralized Finance (DeFi) …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4183105","https://scholar.google.com/scholar?cites=5535180346115663444&as_sdt=2005&sciodt=0,5&hl=en",204,"2024-07-30 23:13:48","","","","",,,,,3,1.50,3,1,2,"… markets provide transparent and decentralized ways to directly … investor protection in decentralized finance (DeFi) markets. … and that decentralized finance (DeFi) markets are …","https://www.researchgate.net/profile/Lennart-Ante/publication/362518547_Liquidity_shocks_token_returns_and_market_capitalization_in_decentralized_finance_DeFi_markets/links/62ee0a364532247693831c09/Liquidity-shocks-token-returns-and-market-capitalization-in-decentralized-finance-DeFi-markets.pdf","https://scholar.google.com/scholar?q=related:VKbyuTLp0EwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"TK Birrer, D Amstutz, P Wenger","Praxishandbuch Decentralized Finance",2023,"Springer Books","Springer","https://link.springer.com/content/pdf/10.1007/978-3-658-39945-0.pdf","",205,"2024-07-30 23:13:48","","10.1007/978-3-658-39945-0","","",,,,,0,0.00,0,3,1,"… Dieses Buch ermöglicht es, Einsichten in die neuen Möglichkeiten der Decentralized Finance zu erhalten und damit zu lernen so „bankenlos“ zu werden, wie sie es wünschen. …","","https://scholar.google.com/scholar?q=related:m216f73CO1AJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
4,"B Kaplan, VF Benlı, EA Alp","Blockchain Based Decentralized Lending Protocols: A Return Analysis Between S&P 500 and DeFi Assets",2023,"JOEEP: Journal of Emerging …","dergipark.org.tr","https://dergipark.org.tr/en/pub/joeep/issue/76081/1260103","https://scholar.google.com/scholar?cites=16502766151380366045&as_sdt=2005&sciodt=0,5&hl=en",206,"2024-07-30 23:13:48","","","","",,,,,4,4.00,1,3,1,"… benefits and challenges of decentralized finance (DeFi) in the banking sector. … and Decentralized Finance (DeFi). Nakamoto (2008) introduced the first consensus-driven, decentralized …","https://dergipark.org.tr/en/download/article-file/2989413","https://scholar.google.com/scholar?q=related:3fJdGGGaBeUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"CVS Babu, A Pal","Securing Decentralized Finance Through Blockchain Technologies",2023,"Cyber-Physical Systems and Supporting …","igi-global.com","https://www.igi-global.com/chapter/securing-decentralized-finance-through-blockchain-technologies/328509","https://scholar.google.com/scholar?cites=13719236403794233766&as_sdt=2005&sciodt=0,5&hl=en",207,"2024-07-30 23:13:48","","","","",,,,,2,2.00,1,2,1,"… Decentralized finance (DeFi) has become one of the most successful applications of blockchain and is widely regarded as the future of finance. DeFi's enormous success is based on …","","https://scholar.google.com/scholar?q=related:pknDVdKEZL4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
6,"Y Shi, J Liang, M Li, T Ma, G Ye, J Li, ...","Threshold eddsa signature for blockchain-based decentralized finance applications",2022,"Proceedings of the 25th …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3545948.3545977","https://scholar.google.com/scholar?cites=17208911970049428146&as_sdt=2005&sciodt=0,5&hl=en",208,"2024-07-30 23:13:48","","10.1145/3545948.3545977","","",,,,,6,3.00,1,7,2,"… important for decentralized finance (DeFi) applications such … generate keys in a decentralized and distributed manner. Any … sign transactions in a decentralized manner, which indicates …","","https://scholar.google.com/scholar?q=related:sorDkUJW0u4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
14,"I Salami","Decentralised finance: the case for a holistic approach to regulating the crypto industry",2020,"Salami, I.(2020)'Decentralised Finance: The Case for a …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3733647","https://scholar.google.com/scholar?cites=16048850903279525572&as_sdt=2005&sciodt=0,5&hl=en",209,"2024-07-30 23:13:48","","","","",,,,,14,3.50,14,1,4,"… point of their intersection with mainstream finance – which is mostly through cryptocurrency … The growth of decentralised finance (DeFi) further exacerbates the challenges of regulating …","https://repository.uel.ac.uk/download/ca8bad2f5fab17596c44927643b4da1473ef7ef79862fe3ca05ea9251bd4db8b/1599957/Financial%20Crime%20update%20%282020%29.pdf","https://scholar.google.com/scholar?q=related:xN4ut934uN4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"T Carmen, NV Gabriel","THE POTENTIAL OF WEB3 REGARDING DECENTRALIZED FINANCE-DEFI.",2023,"Journal of Public Administration, Finance & Law","jopafl.com","https://www.jopafl.com/uploads/issue30/THE_POTENTIAL_OF_WEB3_REGARDING_DECENTRALIZED_FINANCE.pdf","",210,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,2,1,"… of decentralized finance (DeFi). Web3, as the new generation of the internet and new approaches, comes with a decentralized … environment for DeFi, which is a decentralized financial …","https://www.jopafl.com/uploads/issue30/THE_POTENTIAL_OF_WEB3_REGARDING_DECENTRALIZED_FINANCE.pdf","https://scholar.google.com/scholar?q=related:8JhVSdrqYd4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"S La Barbera","Navigating the Virtual Frontier: The Convergence of Decentralized Finance and the Metaverse",2023,"","preprints.org","https://www.preprints.org/manuscript/202307.1734","https://scholar.google.com/scholar?cites=17008701600021417388&as_sdt=2005&sciodt=0,5&hl=en",211,"2024-07-30 23:13:48","","","","",,,,,3,3.00,3,1,1,"… This research aims to penetrate the heart of a groundbreaking fusion, where Decentralized Finance (DeFi) engages with the boundless universe of the metaverse. This intriguing …","https://www.preprints.org/manuscript/202307.1734/download/final_file","https://scholar.google.com/scholar?q=related:rA3lP_0LC-wJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"LHO Gontijo, IDL de Almeida","Decentralized Finance (DeFi) A study of how decentralized finance positions itself in marketing in the eyes of users",2023,"International Journal of …","ijbmkt.emnuvens.com.br","https://ijbmkt.emnuvens.com.br/ijbmkt/article/download/240/198","",212,"2024-07-30 23:13:48","PDF","","","",,,,,0,0.00,0,2,1,"… This study aims to observe, record and describe how decentralized finance positions itself in marketing. The study is a Research Paper, Ramdhani et al. (2014) defines an academic …","https://ijbmkt.emnuvens.com.br/ijbmkt/article/download/240/198","https://scholar.google.com/scholar?q=related:BpZzBoJbK8QJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"A Kumar, N Sharma, S Malhotra, ...","Smart Contract Security: A Review with a Focus on Decentralized Finance",2024,"… for Innovation in …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10511387/","",213,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,4,1,"… Finance (DeFi) One of the challenges in the field of decentralized finance (DeFi) is the … The identification of attacks on decentralized finance (DeFi) frequently necessitates the …","","https://scholar.google.com/scholar?q=related:oIMprtY0xiYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"ZD Black","Decentralized Finance: Using Visualization to Demonstrate Core Concepts and Research Applications",2022,"","search.proquest.com","https://search.proquest.com/openview/638d2da79df118c19902fb7094ae30a1/1?pq-origsite=gscholar&cbl=18750&diss=y","",214,"2024-07-30 23:13:48","BOOK","","","",,,,,0,0.00,0,1,2,"… decentralized finance (DeFi) have grown dramatically in recent years. For this thesis we conducted research in DeFi … method to assist education in the DeFi space. A user study was also …","https://search.proquest.com/openview/638d2da79df118c19902fb7094ae30a1/1?pq-origsite=gscholar&cbl=18750&diss=y","https://scholar.google.com/scholar?q=related:BJirS0qa7lEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
35,"CA Makridis, M Fröwis, K Sridhar, R Böhme","The rise of decentralized cryptocurrency exchanges: Evaluating the role of airdrops and governance tokens",2023,"Journal of Corporate Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S092911992300007X","https://scholar.google.com/scholar?cites=16699316921158935790&as_sdt=2005&sciodt=0,5&hl=en",215,"2024-07-30 23:13:48","","","","",,,,,35,35.00,9,4,1,"… on centralized exchanges, decentralized finance (DeFi) has … the rapid growth in decentralized exchanges and their … networks, particularly for decentralized exchanges. We also …","","https://scholar.google.com/scholar?q=related:7iRZVUPkv-cJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
5,"S Matsuo","Effectiveness of multi-stakeholder discussions for decentralized finance: A conference report of CoDeFi 2020",2020,"Financial Cryptography and Data Security: FC 2020 …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-54455-3_16","https://scholar.google.com/scholar?cites=3366859355735904355&as_sdt=2005&sciodt=0,5&hl=en",216,"2024-07-30 23:13:48","","10.1007/978-3-030-54455-3_16","","",,,,,5,1.25,5,1,4,"… Moreover, as same as the Internet, decentralized financial … are creating global spaces for finance. Laurence Lessig proposed a … In this sense, decentralized finance may be outside of the …","https://dial.uclouvain.be/pr/boreal/object/boreal%3A250759/datastream/PDF_01/view#page=238","https://scholar.google.com/scholar?q=related:Y9BW4758uS4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
10,"K Saengchote, T Putniņš, K Samphantharak","Does DeFi remove the need for trust? Evidence from a natural experiment in stablecoin lending",2023,"… and Experimental Finance","Elsevier","https://www.sciencedirect.com/science/article/pii/S2214635023000722","https://scholar.google.com/scholar?cites=14714636135410407299&as_sdt=2005&sciodt=0,5&hl=en",217,"2024-07-30 23:13:48","","","","",,,,,10,10.00,3,3,1,"… In contrast, the rapidly growing Decentralized Finance (DeFi) … ) that are enforced by a decentralized network of computers. The … that the blockchain’s decentralized computer network …","https://arxiv.org/pdf/2207.06285","https://scholar.google.com/scholar?q=related:g5dDiprjNMwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"E Casanovas Cantarero","Development of a decentralized finance platform",2021,"","upcommons.upc.edu","https://upcommons.upc.edu/handle/2117/363288","",218,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,1,3,"… ERC20 or fungible tokens are USDT, USDC and Uniswap, two stablecoins and one token that belongs to a decentralized exchange, showing the importance of finance in Ethereum. …","https://upcommons.upc.edu/bitstream/handle/2117/363288/tfm.pdf?sequence=1","https://scholar.google.com/scholar?q=related:tDX4uwqlW2MJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
9,"AN Turi","Financial technologies and DeFi: A revisit to the digital finance revolution",2023,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=W9WkEAAAQBAJ&oi=fnd&pg=PR5&dq=defi%7Cdecentralized+finance&ots=55lbtdYZAb&sig=G8niiRay-N54oZPXMo6jLY_O0Fo","https://scholar.google.com/scholar?cites=1272349909429653805&as_sdt=2005&sciodt=0,5&hl=en",219,"2024-07-30 23:13:48","BOOK","","","",,,,,9,9.00,9,1,1,"… financial technologies and decentralized financial systems and … By considering specific use cases of the digital finance … in-depth analysis of Decentralized Finance and varied forms of …","","https://scholar.google.com/scholar?q=related:LRGOXYBLqBEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
50,"A Odden","Decentralized management and school finance",1994,"Theory Into Practice","Taylor &Francis","https://www.tandfonline.com/doi/pdf/10.1080/00405849409543625","https://scholar.google.com/scholar?cites=5126572764925027338&as_sdt=2005&sciodt=0,5&hl=en",220,"2024-07-30 23:13:48","","10.1080/00405849409543625","","",,,,,50,1.67,50,1,30,"… high involvement or decentralized management … decentralized management enhances organizational performance only if it is implemented well. Several key elements of decentralized …","","https://scholar.google.com/scholar?q=related:CmSMmMQ-JUcJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"C Friesendorf, A Blütener","Decentralized Finance: Regulation",2023,"Decentralized Finance (DeFi) How …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-37488-3_7","https://scholar.google.com/scholar?cites=15461711429938294338&as_sdt=2005&sciodt=0,5&hl=en",221,"2024-07-30 23:13:48","","10.1007/978-3-031-37488-3_7","","",,,,,3,3.00,2,2,1,"… and to what extent the use of decentralized finance (DeFi) services and products should be … of the regulatory context in the area of DeFi services and products and to elaborate on both …","","https://scholar.google.com/scholar?q=related:Qq4ROaAIk9YJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
16,"R Ushida, J Angel","Regulatory considerations on centralized aspects of DeFi managed by DAOs",2021,"… . FC 2021 International Workshops: CoDecFin, DeFi …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-63958-0_2","https://scholar.google.com/scholar?cites=844344955655836364&as_sdt=2005&sciodt=0,5&hl=en",222,"2024-07-30 23:13:48","","10.1007/978-3-662-63958-0_2","","",,,,,16,5.33,8,2,3,"… This paper focuses on the centralized governance mechanisms of decentralized finance (DeFi) projects managed by Distributed Autonomous Organizations (DAOs) and discusses …","","https://scholar.google.com/scholar?q=related:zFLCfUO3twsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"H Sharma, S Agarwal","The Impact of Decentralized Finance (DeFi) on Traditional Financial Systems: Opportunities, Challenges, and Regulatory Implications",2024,"The AI Revolution: Driving Business Innovation …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-54383-8_17","",223,"2024-07-30 23:13:48","","10.1007/978-3-031-54383-8_17","","",,,,,0,0.00,0,2,1,"… The influence of Decentralized Finance (DeFi) on conventional financial systems and the revolutionary possibilities of DeFi are the foci of this study article. A number of decentralized …","https://www.researchgate.net/profile/Md-Aslam-Uddin/publication/381638224_Chapter_35-eBook-2024-Springer-Published/links/6677b054d21e220d89c90cde/Chapter-35-eBook-2024-Springer-Published.pdf#page=218","https://scholar.google.com/scholar?q=related:UxLhaODMGCwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
2,"Y Wang","Prediction markets, automated market makers, and decentralized finance (DeFi)",2022,"… Conference on Mathematical Research for Blockchain …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-18679-0_12","https://scholar.google.com/scholar?cites=2021209049251216841&as_sdt=2005&sciodt=0,5&hl=en",224,"2024-07-30 23:13:48","","10.1007/978-3-031-18679-0_12","","",,,,,2,1.00,2,1,2,"This paper compares mathematical models for automated market makers (AMM) including logarithmic market scoring rule (LMSR), liquidity sensitive LMSR (LS-LMSR), constant product…","","https://scholar.google.com/scholar?q=related:yX1s5evGDBwJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"B Charoenwong, RM Kirby, ...","Risk-Free Interest Rates in Decentralized Finance",2023,"2023 Fifth International …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10338890/","https://scholar.google.com/scholar?cites=9379492996851673446&as_sdt=2005&sciodt=0,5&hl=en",225,"2024-07-30 23:13:48","","","","",,,,,1,1.00,0,3,1,"… decentralized financial products can be built and constrains the shape of future developments in DeFi. Among other limitations, our results reveal that markets in DeFi are incomplete. …","http://www.aifinconf.org/file/S10/Charoenwong-Risk-Free_Interest_Rates_in_Decentralized_Finance-124.pdf","https://scholar.google.com/scholar?q=related:Zqmbmi-nKoIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
186,"E Ahmad","Financing decentralized expenditures",1997,"","econpapers.repec.org","https://econpapers.repec.org/bookchap/elgeebook/1133.htm","https://scholar.google.com/scholar?cites=3321887199741528358&as_sdt=2005&sciodt=0,5&hl=en",226,"2024-07-30 23:13:48","BOOK","","","",,,,,186,6.89,186,1,27,"EconPapers: Financing Decentralized Expenditures … Financing Decentralized Expenditures … Abstract: Financing Decentralized Expenditures presents new original research papers …","","https://scholar.google.com/scholar?q=related:JsmC3M62GS4J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
254,"WF Sharpe","Decentralized investment management",1981,"The Journal of Finance","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1111/j.1540-6261.1981.tb00436.x","https://scholar.google.com/scholar?cites=14657113719136592611&as_sdt=2005&sciodt=0,5&hl=en",227,"2024-07-30 23:13:48","","10.1111/j.1540-6261.1981.tb00436.x","","",,,,,254,5.91,254,1,43,"… not replace decentralized management with decentralized … (obviously necessary to justify decentralized decisions) yet … risks as well as returns, decentralized decision-making is likely to …","","https://scholar.google.com/scholar?q=related:4yKkVUWHaMsJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"C Friesendorf, A Blütener","Decentralized Finance: Categories",2023,"Decentralized Finance (DeFi) How …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-37488-3_5","",228,"2024-07-30 23:13:48","","10.1007/978-3-031-37488-3_5","","",,,,,0,0.00,0,2,1,"… We present here an overview of the different types of decentralized finance (DeFi) available … decentralized stablecoins, decentralized payments, decentralized derivatives, decentralized …","","https://scholar.google.com/scholar?q=related:SfA-PP22tJkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"A Song, E Seo, H Kim","Anomaly VAE-transformer: A deep learning approach for anomaly detection in decentralized finance",2023,"IEEE Access","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10244206/","https://scholar.google.com/scholar?cites=13154486446818797965&as_sdt=2005&sciodt=0,5&hl=en",229,"2024-07-30 23:13:48","","","","",,,,,3,3.00,1,3,1,"… Decentralized finance (DeFi) is a distributed finance service implemented through smart … DeFi overcomes the limitations of traditional finance, such as information asymmetry between …","https://ieeexplore.ieee.org/iel7/6287639/10005208/10244206.pdf","https://scholar.google.com/scholar?q=related:jSlTWbofjrYJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
231,"S Karim, BM Lucey, MA Naeem, GS Uddin","Examining the interrelatedness of NFTs, DeFi tokens and cryptocurrencies",2022,"Finance Research Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S1544612322000253","https://scholar.google.com/scholar?cites=10512205442811921226&as_sdt=2005&sciodt=0,5&hl=en",230,"2024-07-30 23:13:48","HTML","","","",,,,,231,115.50,58,4,2,"… The short form of Decentralized Finance (DeFi), is an umbrella term for various financial … Inspired from blockchain, DeFi offers a decentralized system without human intervention to …","https://www.sciencedirect.com/science/article/pii/S1544612322000253","https://scholar.google.com/scholar?q=related:SoO7eCfb4pEJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"T Alam, MA Ali, MH Rahman","Front-running attack in decentralized finance in the metaverse: A systematic review",2024,"… Journal of Science and Research Archive","ijsra.net","https://ijsra.net/content/front-running-attack-decentralized-finance-metaverse-systematic-review","https://scholar.google.com/scholar?cites=3662496292306033605&as_sdt=2005&sciodt=0,5&hl=en",231,"2024-07-30 23:13:48","","","","",,,,,1,1.00,0,3,1,"… Decentralized Finance (DeFi) will completely transform the global financial system. Recent years have seen DeFi … The article discusses Decentralized Finance (DeFi) and its role in the …","https://ijsra.net/sites/default/files/IJSRA-2024-0332.pdf","https://scholar.google.com/scholar?q=related:xRsWHvnM0zIJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
20,"KHY Chung, D Li, P Adriaens","Technology-enabled financing of sustainable infrastructure: A case for blockchains and decentralized oracle networks",2023,"Technological Forecasting and Social …","Elsevier","https://www.sciencedirect.com/science/article/pii/S004016252200779X","https://scholar.google.com/scholar?cites=4074548834085150252&as_sdt=2005&sciodt=0,5&hl=en",232,"2024-07-30 23:13:48","","","","",,,,,20,20.00,7,3,1,"… close the finance gap by introducing new financing mechanisms… finance, sustainable infrastructure and smart cities finance … Conventional infrastructure finance via debt and equity …","","https://scholar.google.com/scholar?q=related:LJ6go5O0izgJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
16,"M Bichuch, Z Feinstein","Axioms for automated market makers: A mathematical framework in fintech and decentralized finance",2022,"arXiv preprint arXiv:2210.01227","arxiv.org","https://arxiv.org/abs/2210.01227","https://scholar.google.com/scholar?cites=10796508426776185291&as_sdt=2005&sciodt=0,5&hl=en",233,"2024-07-30 23:13:48","","","","",,,,,16,8.00,8,2,2,"… Decentralized Finance (DeFi) is a new paradigm for finance which replaces traditional intermediaries with innovative financial technologies based on blockchain. DeFi … the use of DeFi …","https://arxiv.org/pdf/2210.01227","https://scholar.google.com/scholar?q=related:y4mBODbn1JUJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
0,"J Luo, S Kitzler, P Saggese","Investigating Similarities Across Decentralized Financial (DeFi) Services",2024,"arXiv preprint arXiv:2404.00034","arxiv.org","https://arxiv.org/abs/2404.00034","",234,"2024-07-30 23:13:48","","","","",,,,,0,0.00,0,3,1,"… Decentralized Finance (DeFi) protocols. Following existing literature, we use Ethereum transaction data to identify the DeFi … existing financial products offered by DeFi protocols, and can …","https://arxiv.org/pdf/2404.00034","https://scholar.google.com/scholar?q=related:DAcoG0pSw2IJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
81,"D Perez, SM Werner, J Xu, B Livshits","Liquidations: DeFi on a Knife-edge",2021,"… , FC 2021, Virtual Event, March 1–5 …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-64331-0_24","https://scholar.google.com/scholar?cites=12280463505310199787&as_sdt=2005&sciodt=0,5&hl=en",235,"2024-07-30 23:13:48","","10.1007/978-3-662-64331-0_24","","",,,,,81,27.00,20,4,3,"… The trustless nature of permissionless blockchains renders overcollateralization a key safety component relied upon by decentralized finance (DeFi) protocols. Nonetheless, factors …","https://arxiv.org/pdf/2009.13235.pdf?_hsenc=p2ANqtz-9syjEr6eOfKaTzHLqmYJYnNrQbNAA4bYsCZamlMBjA8f65_pfvV8c35FsfKbtbtwByA6Ko","https://scholar.google.com/scholar?q=related:668pT374bKoJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
1,"P Basu","Digital transformation with decentralised finance-liberating from CeFi to DeFi and CeFi in DeFi",2022,"The Management Accountant Journal","nirdprojms.in","https://nirdprojms.in/index.php/maj/article/view/170858/116216","https://scholar.google.com/scholar?cites=18241487806436386545&as_sdt=2005&sciodt=0,5&hl=en",236,"2024-07-30 23:13:48","PDF","","","",,,,,1,0.50,1,1,2,"… 20213, Decentralized Finance (DeFi) is a developing area at the … DeFi protocols seek to disintermediate finance through both familiar and new service arrangements. ….. DeFi is a …","https://nirdprojms.in/index.php/maj/article/view/170858/116216","https://scholar.google.com/scholar?q=related:8aZCLYPIJv0J:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
3,"G Kaur, A Habibi Lashkari, I Sharafaldin, ...","Introduction to Smart Contracts and DeFi",2023,"… Decentralized Finance …","Springer","https://link.springer.com/chapter/10.1007/978-3-031-23340-1_2","https://scholar.google.com/scholar?cites=12244353605111038135&as_sdt=2005&sciodt=0,5&hl=en",237,"2024-07-30 23:13:48","","10.1007/978-3-031-23340-1_2","","",,,,,3,3.00,1,4,1,"… of smart contracts and decentralized finance. It brings forward the … Decentralized finance is the key concept highlighted toward the end of the chapter. It introduces decentralized finance …","","https://scholar.google.com/scholar?q=related:t8DqALuu7KkJ:scholar.google.com/&scioq=defi%7Cdecentralized+finance&hl=en&as_sdt=0,5"
