Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
154,"I Makarov, A Schoar","Cryptocurrencies and decentralized finance (DeFi)",2022,"Brookings Papers on Economic Activity","muse.jhu.edu","https://muse.jhu.edu/pub/1/article/872595/summary","https://scholar.google.com/scholar?cites=1859188980681269250&as_sdt=2005&sciodt=0,5&hl=en",9,"2024-08-03 21:02:48","","","","",,,,,154,77.00,77,2,2,"… and the main DeFi applications, such as decentralized crypto … this new DeFi architecture to traditional financial market … the most important problems in financial systems, such as data …","https://www.nber.org/system/files/working_papers/w30006/w30006.pdf","https://scholar.google.com/scholar?q=related:AuDTC4cqzRkJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
152,"L Gudgeon, D Perez, D Harz, B Livshits…","The decentralized financial crisis",2020,"2020 crypto valley …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9150192/","https://scholar.google.com/scholar?cites=13787811864027282852&as_sdt=2005&sciodt=0,5&hl=en",22,"2024-08-03 21:02:48","","","","",,,,,152,38.00,30,5,4,"… We find, for plausible parameter ranges, that a DeFi lending protocol … of Decentralized Finance This section provides a definition of DeFi, describes the composability property of DeFi …","https://arxiv.org/pdf/2002.08099","https://scholar.google.com/scholar?q=related:pD1D4dYlWL8J:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
141,"Y Maouchi, L Charfeddine, G El Montasser","Understanding digital bubbles amidst the COVID-19 pandemic: Evidence from DeFi and NFTs",2022,"Finance Research Letters","Elsevier","https://www.sciencedirect.com/science/article/pii/S1544612321005341","https://scholar.google.com/scholar?cites=1965975831836474707&as_sdt=2005&sciodt=0,5&hl=en",281,"2024-08-03 21:02:48","HTML","","","",,,,,141,70.50,47,3,2,"… Despite still being a niche in the digital finance industry, Decentralized Finance (DeFi) and Non-Fungible Tokens (NFT) 1 are attracting a wide media coverage and a growing number of …","https://www.sciencedirect.com/science/article/pii/S1544612321005341","https://scholar.google.com/scholar?q=related:U72dVZqMSBsJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
140,"K Qin, L Zhou, Y Afonin, L Lazzaretti…","CeFi vs. DeFi--Comparing Centralized to Decentralized Finance",2021,"arXiv preprint arXiv …","arxiv.org","https://arxiv.org/abs/2106.08157","https://scholar.google.com/scholar?cites=17338147575244745835&as_sdt=2005&sciodt=0,5&hl=en",5,"2024-08-03 21:02:48","","","","",,,,,140,46.67,28,5,3,"… power may lead to significant financial danger for DeFi protocols incorporating these assets. DeFi Systematization We provide a comprehensive systematization of DeFi, its underlying …","https://defi-learning.org/assets/material/arthur-cefi-vs-defi-2106.08157.pdf","https://scholar.google.com/scholar?q=related:a2zDtVt5nfAJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
136,"L Gudgeon, S Werner, D Perez…","Defi protocols for loanable funds: Interest rates, liquidity and market efficiency",2020,"… on Advances in Financial …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3419614.3423254","https://scholar.google.com/scholar?cites=7242568183477095522&as_sdt=2005&sciodt=0,5&hl=en",118,"2024-08-03 21:02:48","","10.1145/3419614.3423254","","",,,,,136,34.00,34,4,4,"… The introduction of PLFs significantly extends the existing trading capabilities in DeFi, offering several use cases for DeFi actors. Predominantly, PLFs empower decentralized margin …","https://arxiv.org/pdf/2006.13922","https://scholar.google.com/scholar?q=related:Ysyy3WPFgmQJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
130,"AD Popescu","Non-fungible tokens (nft)–innovation beyond the craze",2021,"5th International Conference on Innovation in …","academia.edu","https://www.academia.edu/download/68796447/PET_Journal_NFTs_Innovation_beyond_the_craze.pdf","https://scholar.google.com/scholar?cites=1413222638229441854&as_sdt=2005&sciodt=0,5&hl=en",385,"2024-08-03 21:02:48","PDF","","","",,,,,130,43.33,130,1,3,"… Tokenization is one of the cornerstones of Decentralized Finance (DeFi) and a native functionality of multiple blockchain architectures. The properties and features of a token unlocks a …","https://www.academia.edu/download/68796447/PET_Journal_NFTs_Innovation_beyond_the_craze.pdf","https://scholar.google.com/scholar?q=related:Ps00fIDGnBMJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
121,"G Caldarelli, J Ellul","The blockchain oracle problem in decentralized finance—a multivocal approach",2021,"Applied Sciences","mdpi.com","https://www.mdpi.com/2076-3417/11/16/7572","https://scholar.google.com/scholar?cites=9323344301021776237&as_sdt=2005&sciodt=0,5&hl=en",36,"2024-08-03 21:02:48","HTML","","","",,,,,121,40.33,61,2,3,"… Decentralized Finance (DeFi) takes the promise of blockchain a step further and aims to transform traditional financial … DeFi, with more than fifteen billion dollars of total investments. The …","https://www.mdpi.com/2076-3417/11/16/7572","https://scholar.google.com/scholar?q=related:bckQnT4sY4EJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
118,"L Zhou, K Qin, A Cully, B Livshits…","On the just-in-time discovery of profit-generating transactions in defi protocols",2021,"2021 IEEE Symposium …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9519469/","https://scholar.google.com/scholar?cites=5070908307820954840&as_sdt=2005&sciodt=0,5&hl=en",145,"2024-08-03 21:02:48","","","","",,,,,118,39.33,24,5,3,"… Blockchain-based decentralized finance protocols (commonly referred to as DeFi) have … The currently most popular DeFi platforms are based on the Ethereum blockchain and its system …","https://arxiv.org/pdf/2103.02228","https://scholar.google.com/scholar?q=related:2MQ-OD18X0YJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
114,"JR Jensen, V von Wachter…","An introduction to decentralized finance (defi)",2021,"… Systems Informatics and …","csimq-journals.rtu.lv","https://csimq-journals.rtu.lv/article/view/csimq.2021-26.03","https://scholar.google.com/scholar?cites=2352240631268997374&as_sdt=2005&sciodt=0,5&hl=en",2,"2024-08-03 21:02:48","","","","",,,,,114,38.00,38,3,3,"… In this article, we situate the DeFi concept in … DeFi applications today and identify four key risk groups for potential stakeholders contemplating the advantages of decentralized financial …","https://csimq-journals.rtu.lv/article/download/csimq.2021-26.03/2570","https://scholar.google.com/scholar?q=related:_ngHNWTWpCAJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
114,"V Mohan","Automated market makers and decentralized exchanges: a DeFi primer",2022,"Financial Innovation","Springer","https://link.springer.com/article/10.1186/s40854-021-00314-5","https://scholar.google.com/scholar?cites=15455131941439821892&as_sdt=2005&sciodt=0,5&hl=en",88,"2024-08-03 21:02:48","HTML","10.1186/s40854-021-00314-5","","",,,,,114,57.00,114,1,2,"… aspects of DeFi, and that many recent experiments in DeFi are … Ultimately, the motivation here is to introduce these ideas to DeFi … of DeFi that this paper focuses on is decentralized …","https://link.springer.com/article/10.1186/s40854-021-00314-5","https://scholar.google.com/scholar?q=related:RFhQrp2oe9YJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
113,"L Zhou, X Xiong, J Ernstberger…","Sok: Decentralized finance (defi) attacks",2023,"… IEEE Symposium on …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/10179435/","https://scholar.google.com/scholar?cites=15516575366407912671&as_sdt=2005&sciodt=0,5&hl=en",14,"2024-08-03 21:02:48","","","","",,,,,113,113.00,28,4,1,"… Decentralized Finance (DeFi) ecosystem has attracted a surge in popularity since the beginning of 2020. The peak total value locked (TVL) for DeFi … majority of DeFi’s activity [1]. While …","https://arxiv.org/pdf/2208.13035","https://scholar.google.com/scholar?q=related:3_xR3RXzVdcJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
113,"A Capponi, R Jia","The adoption of blockchain-based decentralized exchanges",2021,"arXiv preprint arXiv:2103.08842","arxiv.org","https://arxiv.org/abs/2103.08842","https://scholar.google.com/scholar?cites=13325003085733803244&as_sdt=2005&sciodt=0,5&hl=en",356,"2024-08-03 21:02:48","","","","",,,,,113,37.67,57,2,3,"… financial services which typically rely on centralized financial intermediaries. One of the most prominent DeFi innovations are decentralized … the DeFi applications built on it, but the DeFi …","https://arxiv.org/pdf/2103.08842.pdf?trk=public_post_comment-text","https://scholar.google.com/scholar?q=related:7LQlJLXr67gJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
107,"B Liu, P Szalachowski, J Zhou","A first look into defi oracles",2021,"… Conference on Decentralized …","ieeexplore.ieee.org","https://ieeexplore.ieee.org/abstract/document/9566195/","https://scholar.google.com/scholar?cites=1986683486245706303&as_sdt=2005&sciodt=0,5&hl=en",113,"2024-08-03 21:02:48","","","","",,,,,107,35.67,36,3,3,"… Decentralized Finance (DeFi) takes the promise of cryptocurrencies a step further, leveraging their decentralized networks to transform traditional financial … study of DeFi price oracles …","https://arxiv.org/pdf/2005.04377","https://scholar.google.com/scholar?q=related:P1rP1hoekhsJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
103,"A Aspris, S Foley, J Svec, L Wang","Decentralized exchanges: The “wild west” of cryptocurrency trading",2021,"International Review of Financial …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1057521921001782","https://scholar.google.com/scholar?cites=7673316608544526948&as_sdt=2005&sciodt=0,5&hl=en",330,"2024-08-03 21:02:48","","","","",,,,,103,34.33,26,4,3,"… counterparts, the rise in decentralized finance (DeFi) infrastructure has established DEXs as … during both the ICO craze in 2017–2018 and the subsequent DeFi boom beginning in 2020. …","https://research-management.mq.edu.au/ws/portalfiles/portal/172440487/169853921AAM.pdf","https://scholar.google.com/scholar?q=related:ZNJm7cwYfWoJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
102,"K Qin, L Zhou, P Gamito, P Jovanovic…","An empirical study of defi liquidations: Incentives, risks, and instabilities",2021,"Proceedings of the 21st …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3487552.3487811","https://scholar.google.com/scholar?cites=16908164198336342466&as_sdt=2005&sciodt=0,5&hl=en",111,"2024-08-03 21:02:48","","10.1145/3487552.3487811","","",,,,,102,34.00,20,5,3,"… of sophisticated on-chain financial systems, namely Decentralized Finance (DeFi). In DeFi, any entity can design a financial protocol, implement in smart contracts, and deploy …","https://arxiv.org/pdf/2106.06389&ved=2ahUKEwiT4d_A-sjxAhW4wAIHHeb8D6UQFnoECCoQAQ&usg=AOvVaw35XC11xAX-0KX-SoTRlVf1","https://scholar.google.com/scholar?q=related:wqnQTcHdpeoJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
97,"KN Johnson","Decentralized finance: Regulating cryptocurrency exchanges",2020,"Wm. &Mary L. Rev.","HeinOnline","https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/wmlr62&section=47","https://scholar.google.com/scholar?cites=6666386905946461809&as_sdt=2005&sciodt=0,5&hl=en",235,"2024-08-03 21:02:48","","","","",,,,,97,24.25,97,1,4,"… to the undertheorized dynamics of decentralization in cryptocurrency secondary markets. Notwithstanding the goals of decentralization and the dynamic attributes of distributed digital …","https://scholarship.law.wm.edu/cgi/viewcontent.cgi?article=3901&context=wmlr","https://scholar.google.com/scholar?q=related:cRZBKJLDg1wJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
96,"UW Chohan","Decentralized finance (DeFi): An emergent alternative financial architecture",2021,"Critical Blockchain Research Initiative (CBRI) …","papers.ssrn.com","https://papers.ssrn.com/sol3/papers.cfm?abstract_id=3791921","https://scholar.google.com/scholar?cites=5228263247500683340&as_sdt=2005&sciodt=0,5&hl=en",17,"2024-08-03 21:02:48","","","","",,,,,96,32.00,96,1,3,"… made in favor of Decentralized Finance (DeFi), as well as to … DeFi can be described as an experimental form of financial praxis that is removed from dependence on centralized financial …","","https://scholar.google.com/scholar?q=related:TCiCG7mFjkgJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
93,"AD Popescu","Decentralized finance (defi)–the lego of finance",2020,"Social Sciences and Education Research Review","ceeol.com","https://www.ceeol.com/search/article-detail?id=952956","https://scholar.google.com/scholar?cites=7770809754186545764&as_sdt=2005&sciodt=0,5&hl=en",6,"2024-08-03 21:02:48","","","","",,,,,93,23.25,93,1,4,"… financial products into trustworthy and transparent protocols that run without intermediaries. This article will analyze several studies and researches on Decentralized Finance … finance by …","https://www.academia.edu/download/64327296/SSERR_2019_7_1.pdf#page=321","https://scholar.google.com/scholar?q=related:ZPptx0x212sJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
92,"I Yousaf, R Nekhili, M Gubareva","Linkages between DeFi assets and conventional currencies: Evidence from the COVID-19 pandemic",2022,"International Review of Financial …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1057521922000539","https://scholar.google.com/scholar?cites=10896550189033537306&as_sdt=2005&sciodt=0,5&hl=en",242,"2024-08-03 21:02:48","","","","",,,,,92,46.00,31,3,2,"… financial system from the other centralized and decentralized markets. We observe unprecedentedly high spillovers from the system to the DeFi … Decentralized finance (DeFi) is …","","https://scholar.google.com/scholar?q=related:Gj-PHqpSOJcJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
89,"D Wang, S Wu, Z Lin, L Wu, X Yuan, Y Zhou…","Towards a first step to understand flash loan and its applications in defi ecosystem",2021,"Proceedings of the …","dl.acm.org","https://dl.acm.org/doi/abs/10.1145/3457977.3460301","https://scholar.google.com/scholar?cites=10373847374094553996&as_sdt=2005&sciodt=0,5&hl=en",153,"2024-08-03 21:02:48","","10.1145/3457977.3460301","","",,,,,89,29.67,13,7,3,"… Flash Loan, as an emerging service in the decentralized finance ecosystem, allows users to request a non-collateral loan. While providing convenience, it also enables attackers to …","https://yajin.org/papers/flashloan.pdf","https://scholar.google.com/scholar?q=related:jFMGRzlP948J:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
86,"P Schueffel","Defi: Decentralized finance-an introduction and overview",2021,"Journal of Innovation Management","journalengineering.fe.up.pt","https://journalengineering.fe.up.pt/index.php/jim/article/view/919","https://scholar.google.com/scholar?cites=7092870986750117854&as_sdt=2005&sciodt=0,5&hl=en",1,"2024-08-03 21:02:48","","","","",,,,,86,28.67,86,1,3,"… DeFi, short for decentralized finance, is a new paradigm that enjoys increasing popularity in the financial … Decentralized finance or simply «DeFi» is taking the Fintech domain by storm. …","https://journalengineering.fe.up.pt/index.php/jim/article/download/2183-0606_009-003_0001/563","https://scholar.google.com/scholar?q=related:3kfqMpXwbmIJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
86,"M Bartoletti, JH Chiang, AL Lafuente","SoK: lending pools in decentralized finance",2021,"Financial Cryptography and Data …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-63958-0_40","https://scholar.google.com/scholar?cites=14157319477161722471&as_sdt=2005&sciodt=0,5&hl=en",105,"2024-08-03 21:02:48","","10.1007/978-3-662-63958-0_40","","",,,,,86,28.67,29,3,3,"… We also discuss the role of lending pools in the broader context of decentralized finance … decentralized finance (DeFi) applications promise an open alternative to the traditional financial …","https://arxiv.org/pdf/2012.13230","https://scholar.google.com/scholar?q=related:Z4LxRw7neMQJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
82,"S Corbet, JW Goodell, S Gunay…","Are DeFi tokens a separate asset class from conventional cryptocurrencies?",2023,"Annals of Operations …","Springer","https://link.springer.com/article/10.1007/s10479-022-05150-z","https://scholar.google.com/scholar?cites=11750644236138677504&as_sdt=2005&sciodt=0,5&hl=en",250,"2024-08-03 21:02:48","","10.1007/s10479-022-05150-z","","",,,,,82,82.00,21,4,1,"… In the domain of decentralized finance, this study attempts to investigate the … Thus, we conclude that the technical connectedness of DeFi tokens to Ethereum also induces a financial …","","https://scholar.google.com/scholar?q=related:AIUJ2aysEqMJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
81,"D Perez, SM Werner, J Xu, B Livshits","Liquidations: DeFi on a Knife-edge",2021,"Financial Cryptography and Data …","Springer","https://link.springer.com/chapter/10.1007/978-3-662-64331-0_24","https://scholar.google.com/scholar?cites=12280463505310199787&as_sdt=2005&sciodt=0,5&hl=en",136,"2024-08-03 21:02:48","","10.1007/978-3-662-64331-0_24","","",,,,,81,27.00,20,4,3,"… The trustless nature of permissionless blockchains renders overcollateralization a key safety component relied upon by decentralized finance (DeFi) protocols. Nonetheless, factors …","https://arxiv.org/pdf/2009.13235.pdf?_hsenc=p2ANqtz-9syjEr6eOfKaTzHLqmYJYnNrQbNAA4bYsCZamlMBjA8f65_pfvV8c35FsfKbtbtwByA6Ko","https://scholar.google.com/scholar?q=related:668pT374bKoJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
80,"SA Abdulhakeem, Q Hu","Powered by Blockchain technology, DeFi (Decentralized Finance) strives to increase financial inclusion of the unbanked by reshaping the world financial …",2021,"Modern Economy","scirp.org","https://www.scirp.org/html/1-7202619_106546.htm","https://scholar.google.com/scholar?cites=10126314781364565112&as_sdt=2005&sciodt=0,5&hl=en",29,"2024-08-03 21:02:48","HTML","","","",,,,,80,26.67,40,2,3,"… decentralized finance (DeFi). This paper provides an overview of blockchain technology, discussing the DeFi … including the unbanked and improving the current financial system. …","https://www.scirp.org/html/1-7202619_106546.htm","https://scholar.google.com/scholar?q=related:eLQFY6Tlh4wJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
76,"C Wronka","Financial crime in the decentralized finance ecosystem: new challenges for compliance",2023,"Journal of Financial Crime","emerald.com","https://www.emerald.com/insight/content/doi/10.1108/JFC-09-2021-0218/full/html","https://scholar.google.com/scholar?cites=14123729490603358820&as_sdt=2005&sciodt=0,5&hl=en",66,"2024-08-03 21:02:48","","10.1108/JFC-09-2021-0218","","",,,,,76,76.00,76,1,1,"… Decentralized finance (DeFi) is increasing rapidly as an alternative to traditional … DAI could be used for DeFi. The advantages of a decentralized financial system go beyond internet …","","https://scholar.google.com/scholar?q=related:ZDofFySRAcQJ:scholar.google.com/&scioq=defi+decentralized+finance&hl=en&as_sdt=0,5&as_ylo=2013&as_vis=1"
